"","CID","PROD_TYPE","PROD_MOD","PROD_MOD2","CITY","CITY2","AGE","GEN","INCOME","LOAN","NUM_FREE_VIS","NUM_PAID_VIS","FREE_AV_US","PAID_AV_US","PAID_AV_TIME","PAID_AV_FD","NUM_OVRCH","VISIT3","VISTIME_23"
"14649","ABC14649","SC","SC4","3","KOL","5","35","1","3.78","0","3","2","2011.06","3046.52","176","8.1","0","0",NA
"14650","ABC14650","SB","SB4","7","DEL","2","39","1","3.46","1","2","2","5198.55","3496.84","130","6.9","0","0",NA
"14651","ABC14651","SB","SB2","4","DEL","2","37","0","11.24","1","3","1","1381.02","6205.92","253","7.2","0",NA,NA
"14652","ABC14652","SC","SC2","1","HYD","3","34","0","11.49","1","2","2","4256.31","2607.23","136","5.5","1","0",NA
"14653","ABC14653","SB","SB4","7","MUM","0","42","1","8.71","0","1","2","4535.07","3545.07","166","6","0","1","301"
"14654","ABC14654","SC","SC3","2","DEL","2","34","1","4.49","0","3","1","2252.31","9322.43","239","6.7","0",NA,NA
"14655","ABC14655","SB","SB4","7","KOL","5","39","0","17.36","1","3","0","1967.21",NA,NA,NA,NA,NA,NA
"14656","ABC14656","SC","SC3","2","HYD","3","41","0","13.75","0","3","0","1899.71",NA,NA,NA,NA,NA,NA
"14657","ABC14657","SC","SC2","1","CHE","4","43","0","16.68","1","1","1","3504.15","6688.03","248","8.5","0",NA,NA
"14658","ABC14658","SC","SC3","2","MUM","0","44","1","15.56","0","1","1","5646.7","8206.08","304","6.7","0",NA,NA
"14659","ABC14659","SC","SC2","1","HYD","3","46","0","16.19","0","3","1","2262.79","7260.88","323","7.1","0",NA,NA
"14660","ABC14660","SC","SC2","1","MUM","0","43","0","13.52","0","3","1","1702.31","8131.48","210","6.7","0",NA,NA
"14661","ABC14661","SB","SB1","6","CHE","4","43","0","18.72","0","3","2","1786.86","2405.69","163","7.5","0","0",NA
"14662","ABC14662","SB","SB1","6","BNG","1","44","0","16.65","0","3","1","1677.82","4692.44","289","6.3","0",NA,NA
"14663","ABC14663","SC","SC1","0","MUM","0","41","0","16.15","1","2","1","4175.44","7617.99","336","7.2","0",NA,NA
"14664","ABC14664","SC","SC2","1","DEL","2","40","1","7.22","1","3","1","1538.82","7951.38","308","8.7","0",NA,NA
"14665","ABC14665","SC","SC3","2","DEL","2","40","0","16.19","1","3","0","2273.36",NA,NA,NA,NA,NA,NA
"14666","ABC14666","SB","SB2","4","KOL","5","37","0","11.13","0","3","0","2362.26",NA,NA,NA,NA,NA,NA
"14667","ABC14667","SC","SC1","0","BNG","1","39","0","13.33","0","2","2","4110.9","3630.56","183","7.3","0","0",NA
"14668","ABC14668","SB","SB5","5","HYD","3","42","1","12.52","1","2","2","3703.48","2767.94","205","8","0","0",NA
"14669","ABC14669","SC","SC4","3","BNG","1","47","1","11.71","0","2","0","4942.8",NA,NA,NA,NA,NA,NA
"14670","ABC14670","SB","SB1","6","BNG","1","38","0","13.53","0","3","2","2145.4","3062.64","153","7.3","0","0",NA
"14671","ABC14671","SC","SC1","0","KOL","5","43","1","17.32","0","3","1","2111.13","8004.55","299","5.7","0",NA,NA
"14672","ABC14672","SC","SC1","0","CHE","4","34","0","9.41","1","2","1","3565.07","10467.4","263","7.2","0",NA,NA
"14673","ABC14673","SC","SC4","3","DEL","2","38","0","13.76","0","2","1","3546.98","7588.27","302","7.7","0",NA,NA
"14674","ABC14674","SC","SC2","1","KOL","5","43","0","16.18","1","3","2","2618.36","2742.44","231","8.3","2","0",NA
"14675","ABC14675","SB","SB3","8","BNG","1","37","0","10.74","1","3","0","2054.51",NA,NA,NA,NA,NA,NA
"14676","ABC14676","SC","SC1","0","MUM","0","42","0","21.63","0","3","1","2003.78","8451.88","285","7","0",NA,NA
"14677","ABC14677","SB","SB4","7","MUM","0","41","0","17.65","0","2","0","3767.67",NA,NA,NA,NA,NA,NA
"14678","ABC14678","SB","SB1","6","CHE","4","40","0","13.77","0","3","0","1297.75",NA,NA,NA,NA,NA,NA
"14679","ABC14679","SC","SC1","0","CHE","4","38","0","11.02","1","1","2","5888.04","2269.06","181","7","0","0",NA
"14680","ABC14680","SB","SB4","7","CHE","4","42","0","16.56","1","3","2","2074.95","3038.3","191","7.9","0","0",NA
"14681","ABC14681","SC","SC3","2","MUM","0","36","0","10.62","0","3","1","1409.1","8810.48","253","5.4","1",NA,NA
"14682","ABC14682","SB","SB2","4","CHE","4","44","1","13.46","1","3","0","2216.13",NA,NA,NA,NA,NA,NA
"14683","ABC14683","SB","SB3","8","MUM","0","36","0","9.18","0","3","1","878.17","9410.63","239","7.3","0",NA,NA
"14684","ABC14684","SC","SC4","3","DEL","2","38","1","9.21","0","1","0","4249.69",NA,NA,NA,NA,NA,NA
"14685","ABC14685","SC","SC3","2","MUM","0","34","1","7.62","1","3","1","2054.33","9127.64","258","6.1","0",NA,NA
"14686","ABC14686","SC","SC2","1","KOL","5","37","1","8.31","0","1","1","7276.75","7122.87","268","8.2","1",NA,NA
"14687","ABC14687","SB","SB3","8","MUM","0","44","0","18.99","1","3","1","1887.76","7186.22","201","4.3","0",NA,NA
"14688","ABC14688","SB","SB4","7","KOL","5","41","1","5.03","0","3","0","1735.5",NA,NA,NA,NA,NA,NA
"14689","ABC14689","SB","SB5","5","KOL","5","42","0","15.22","1","1","2","5513.53","2308.78","156","7.9","0","0",NA
"14690","ABC14690","SC","SC1","0","BNG","1","44","0","20.51","0","3","0","2147.42",NA,NA,NA,NA,NA,NA
"14691","ABC14691","SC","SC1","0","KOL","5","36","0","11.64","0","3","1","2548.34","7192.45","278","7.3","0",NA,NA
"14692","ABC14692","SB","SB5","5","CHE","4","41","0","11.11","1","2","2","4536.74","3026.38","154","5.8","0","0",NA
"14693","ABC14693","SB","SB4","7","HYD","3","37","0","11.48","1","1","1","5569.79","7325.32","258","7.4","0",NA,NA
"14694","ABC14694","SC","SC1","0","KOL","5","41","0","13.68","1","2","1","3507.4","7961.39","281","6.3","0",NA,NA
"14695","ABC14695","SC","SC2","1","MUM","0","37","0","14.34","1","3","1","1266.36","7971.1","272","6.3","1",NA,NA
"14696","ABC14696","SC","SC4","3","DEL","2","36","0","10.99","0","2","1","3093.6","7304.43","319","7.7","0",NA,NA
"14697","ABC14697","SC","SC3","2","HYD","3","33","0","7.71","1","2","2","3813.46","2258.81","175","6.2","0","0",NA
"14698","ABC14698","SC","SC2","1","CHE","4","45","0","20.6","0","3","1","1886.46","8760.8","261","7.3","0",NA,NA
"14699","ABC14699","SB","SB4","7","HYD","3","39","0","10.61","1","3","2","1873.06","2493.72","163","5.2","0","1","374"
"14700","ABC14700","SB","SB2","4","CHE","4","41","0","17.99","1","3","0","1879.98",NA,NA,NA,NA,NA,NA
"14701","ABC14701","SC","SC1","0","CHE","4","34","0","14.86","0","3","0","1850.23",NA,NA,NA,NA,NA,NA
"14702","ABC14702","SC","SC3","2","KOL","5","36","1","8.54","1","2","1","4950.7","7062.76","276","5.7","0",NA,NA
"14703","ABC14703","SB","SB5","5","BNG","1","34","0","6.42","0","3","2","1394.36","3328.28","210","5.1","0","1","359"
"14704","ABC14704","SB","SB3","8","DEL","2","41","0","13.37","0","2","0","3482.18",NA,NA,NA,NA,NA,NA
"14705","ABC14705","SB","SB5","5","CHE","4","38","0","7.23","1","3","0","2080.83",NA,NA,NA,NA,NA,NA
"14706","ABC14706","SC","SC2","1","DEL","2","44","1","14.08","1","3","2","1641.67","3081.65","186","6.4","0","0",NA
"14707","ABC14707","SB","SB5","5","CHE","4","37","0","15.06","0","3","0","2371.16",NA,NA,NA,NA,NA,NA
"14708","ABC14708","SB","SB2","4","CHE","4","39","1","11.71","0","3","1","2273.51","8449","259","6.2","0",NA,NA
"14709","ABC14709","SC","SC1","0","KOL","5","37","0","18.81","0","3","1","2380.79","7906.66","280","6.7","1",NA,NA
"14710","ABC14710","SB","SB5","5","CHE","4","34","0","11.91","1","2","1","4447.89","8430.69","297","6.9","0",NA,NA
"14711","ABC14711","SB","SB2","4","KOL","5","38","1","0.89","1","3","1","2012.89","8333.11","332","6.1","1",NA,NA
"14712","ABC14712","SC","SC1","0","MUM","0","40","0","12.18","0","2","1","3934.89","9270.05","310","5.9","0",NA,NA
"14713","ABC14713","SB","SB5","5","MUM","0","37","0","10.5","1","3","2","1882.46","2784.23","202","5.6","1","0",NA
"14714","ABC14714","SC","SC3","2","CHE","4","39","1","12.77","0","2","1","3928.21","8616.2","268","6.9","0",NA,NA
"14715","ABC14715","SB","SB5","5","HYD","3","32","1","3.74","1","3","1","1974.82","6924.21","259","6.1","0",NA,NA
"14716","ABC14716","SB","SB4","7","HYD","3","42","0","15.92","0","3","0","1942.86",NA,NA,NA,NA,NA,NA
"14717","ABC14717","SB","SB3","8","BNG","1","45","1","13.92","0","1","0","4410.47",NA,NA,NA,NA,NA,NA
"14718","ABC14718","SC","SC3","2","MUM","0","45","0","13.42","1","2","1","3950.58","8950.36","321","6.5","0",NA,NA
"14719","ABC14719","SB","SB3","8","BNG","1","41","0","17.05","1","3","2","1518.51","3891.18","167","7.3","0","1","322"
"14720","ABC14720","SB","SB3","8","DEL","2","35","0","10.18","0","2","2","4051.62","3522.88","172","5.8","0","0",NA
"14721","ABC14721","SC","SC4","3","BNG","1","39","0","13.76","0","2","0","3587.83",NA,NA,NA,NA,NA,NA
"14722","ABC14722","SB","SB5","5","KOL","5","31","1","2.71","0","3","1","2456.45","8536.59","207","6.5","1",NA,NA
"14723","ABC14723","SB","SB1","6","KOL","5","34","0","8.86","1","1","0","3727.02",NA,NA,NA,NA,NA,NA
"14724","ABC14724","SC","SC4","3","CHE","4","36","0","11.69","0","2","1","3809.28","9164.64","319","5.8","0",NA,NA
"14725","ABC14725","SC","SC3","2","BNG","1","47","1","11.4","0","1","2","7258.61","2542.07","187","5.4","0","0",NA
"14726","ABC14726","SB","SB5","5","CHE","4","36","0","15.38","1","3","1","1791.93","7532.46","275","8.1","0",NA,NA
"14727","ABC14727","SC","SC4","3","BNG","1","37","0","8.33","0","3","2","1675.89","3196.45","172","8.8","0","0",NA
"14728","ABC14728","SC","SC2","1","CHE","4","39","1","5.81","0","3","2","2660.13","3126.75","179","6.9","1","0",NA
"14729","ABC14729","SB","SB2","4","KOL","5","40","1","8.45","0","3","1","1815.01","6814.08","277","7.8","0",NA,NA
"14730","ABC14730","SC","SC4","3","MUM","0","30","0","7.85","0","3","0","2388.12",NA,NA,NA,NA,NA,NA
"14731","ABC14731","SB","SB2","4","HYD","3","43","1","8.68","1","3","2","2391.04","3249.39","183","5.2","1","0",NA
"14732","ABC14732","SC","SC1","0","CHE","4","44","1","11.94","0","2","2","2793.52","2212.8","203","7.6","0","0",NA
"14733","ABC14733","SB","SB1","6","HYD","3","31","1","6.56","0","3","1","1506.58","8037.02","210","6.5","0",NA,NA
"14734","ABC14734","SC","SC1","0","MUM","0","46","1","18.2","0","3","1","1285.73","7701.88","249","7.7","0",NA,NA
"14735","ABC14735","SB","SB5","5","DEL","2","47","0","19.1","0","3","1","2245.1","7875.55","255","7.4","0",NA,NA
"14736","ABC14736","SC","SC2","1","DEL","2","40","0","16.68","0","3","1","2152","7923.6","252","7.3","0",NA,NA
"14737","ABC14737","SC","SC1","0","DEL","2","39","1","13.95","0","3","1","1829.03","6857.9","264","6","0",NA,NA
"14738","ABC14738","SC","SC1","0","CHE","4","41","1","14.03","0","3","1","1877.87","8539.17","269","7.8","1",NA,NA
"14739","ABC14739","SB","SB4","7","DEL","2","32","0","5.31","0","3","2","1332.51","2894.11","192","6.9","0","0",NA
"14740","ABC14740","SC","SC1","0","BNG","1","34","0","11.97","1","3","0","1958.27",NA,NA,NA,NA,NA,NA
"14741","ABC14741","SC","SC2","1","CHE","4","48","0","21.77","0","3","1","2290.46","7577.4","286","8.2","0",NA,NA
"14742","ABC14742","SC","SC3","2","MUM","0","44","0","16.36","0","2","1","4504.27","8212.22","264","6.3","0",NA,NA
"14743","ABC14743","SC","SC3","2","HYD","3","42","0","11.33","0","2","0","3343.09",NA,NA,NA,NA,NA,NA
"14744","ABC14744","SC","SC3","2","BNG","1","41","1","11.68","0","2","2","4148.69","2489.41","200","5.3","0","1","340"
"14745","ABC14745","SB","SB3","8","BNG","1","35","0","12.67","0","2","1","3687.8","7850.68","281","7.1","0",NA,NA
"14746","ABC14746","SC","SC2","1","MUM","0","40","0","10.78","0","1","0","5223.88",NA,NA,NA,NA,NA,NA
"14747","ABC14747","SB","SB2","4","BNG","1","49","1","18.31","0","3","0","1229.52",NA,NA,NA,NA,NA,NA
"14748","ABC14748","SB","SB4","7","MUM","0","40","0","18","1","3","2","1841.68","2792","184","6.1","0","0",NA
"14749","ABC14749","SB","SB2","4","BNG","1","42","0","15.9","1","3","2","2726.61","2868.04","183","6.2","0","0",NA
"14750","ABC14750","SC","SC1","0","CHE","4","43","0","12.91","1","3","2","1764.33","3296.62","216","8.1","0","1","350"
"14751","ABC14751","SB","SB3","8","HYD","3","43","1","11.34","0","2","1","4046.73","8775.77","260","4.8","0",NA,NA
"14752","ABC14752","SC","SC1","0","CHE","4","42","0","15.63","1","3","2","1568.15","2880.7","204","7.5","0","0",NA
"14753","ABC14753","SB","SB5","5","MUM","0","36","0","12.66","1","2","1","5051.46","7797.98","268","5.4","1",NA,NA
"14754","ABC14754","SC","SC3","2","HYD","3","39","1","10.05","0","3","1","2390.48","8388.77","263","7.5","0",NA,NA
"14755","ABC14755","SB","SB1","6","BNG","1","43","0","17.79","0","3","2","2313.77","3031.89","193","6.8","0","0",NA
"14756","ABC14756","SB","SB3","8","HYD","3","36","0","14.12","1","1","1","6205.88","5744.36","275","6.6","0",NA,NA
"14757","ABC14757","SC","SC4","3","CHE","4","38","1","8.31","1","2","0","4238.68",NA,NA,NA,NA,NA,NA
"14758","ABC14758","SB","SB2","4","CHE","4","42","0","18.66","0","2","0","4285.19",NA,NA,NA,NA,NA,NA
"14759","ABC14759","SB","SB4","7","DEL","2","40","0","8.75","1","3","0","2168.75",NA,NA,NA,NA,NA,NA
"14760","ABC14760","SB","SB1","6","DEL","2","37","0","13.16","1","2","0","4647.01",NA,NA,NA,NA,NA,NA
"14761","ABC14761","SC","SC2","1","MUM","0","33","0","9.98","1","3","2","2426.45","3824.07","162","6.3","0","0",NA
"14762","ABC14762","SB","SB1","6","KOL","5","38","1","13.11","0","2","1","4515.23","7416.61","291","5.6","0",NA,NA
"14763","ABC14763","SB","SB1","6","KOL","5","36","0","8.16","0","2","0","3126.07",NA,NA,NA,NA,NA,NA
"14764","ABC14764","SC","SC3","2","BNG","1","41","1","8.78","0","3","0","2139.52",NA,NA,NA,NA,NA,NA
"14765","ABC14765","SB","SB3","8","HYD","3","40","0","12.27","0","3","2","2649.39","2516.51","162","7.6","0","0",NA
"14766","ABC14766","SC","SC4","3","CHE","4","42","0","11.47","0","2","1","3503.73","6102.99","247","7.5","0",NA,NA
"14767","ABC14767","SC","SC4","3","DEL","2","35","0","13.88","0","3","0","1971.46",NA,NA,NA,NA,NA,NA
"14768","ABC14768","SB","SB4","7","BNG","1","43","0","11.6","1","3","2","2195.15","3097.96","196","7.2","0","0",NA
"14769","ABC14769","SC","SC1","0","MUM","0","41","0","13.34","0","3","1","2235.12","9736.25","222","5.9","0",NA,NA
"14770","ABC14770","SB","SB3","8","BNG","1","41","0","18.01","1","3","1","1257.27","6349.71","317","5.7","0",NA,NA
"14771","ABC14771","SC","SC2","1","DEL","2","41","1","7.86","0","3","1","627.63","7645.43","315","9.2","0",NA,NA
"14772","ABC14772","SC","SC2","1","HYD","3","31","0","7.27","0","3","0","1988.23",NA,NA,NA,NA,NA,NA
"14773","ABC14773","SB","SB2","4","KOL","5","40","0","14.2","1","2","0","4696.44",NA,NA,NA,NA,NA,NA
"14774","ABC14774","SC","SC2","1","BNG","1","38","1","9.26","0","3","2","2164.64","3463.43","186","6.9","0","1","346"
"14775","ABC14775","SB","SB1","6","DEL","2","29","1","0.65","0","3","1","1914.87","9062.4","266","6.8","1",NA,NA
"14776","ABC14776","SB","SB1","6","MUM","0","50","1","15.11","0","3","1","1688.42","7995.21","252","6.6","0",NA,NA
"14777","ABC14777","SC","SC2","1","DEL","2","43","1","11.4","1","3","1","1356.25","7763.5","303","5.6","0",NA,NA
"14778","ABC14778","SC","SC3","2","CHE","4","41","0","9.63","0","2","1","4760.09","9245.01","266","10","0",NA,NA
"14779","ABC14779","SC","SC3","2","CHE","4","35","0","10.24","0","3","1","1946.04","7207.47","325","7.7","0",NA,NA
"14780","ABC14780","SC","SC1","0","DEL","2","51","1","9.19","1","2","0","4856.97",NA,NA,NA,NA,NA,NA
"14781","ABC14781","SB","SB5","5","KOL","5","28","1","0.94","1","2","0","3648.54",NA,NA,NA,NA,NA,NA
"14782","ABC14782","SB","SB5","5","KOL","5","41","0","18.73","1","2","0","3953.91",NA,NA,NA,NA,NA,NA
"14783","ABC14783","SB","SB5","5","CHE","4","38","0","9.53","0","3","1","2095.56","6457.21","299","5.1","0",NA,NA
"14784","ABC14784","SB","SB4","7","CHE","4","35","0","9.72","1","3","2","1955.97","3416.4","201","6.1","0","0",NA
"14785","ABC14785","SC","SC2","1","BNG","1","37","0","12.94","1","3","1","1553.27","6925.53","240","6","0",NA,NA
"14786","ABC14786","SB","SB2","4","BNG","1","44","0","20.33","0","3","1","1604.82","6642.47","239","6.2","0",NA,NA
"14787","ABC14787","SC","SC4","3","DEL","2","31","1","1.22","1","3","1","1141.34","9820.02","275","7.2","0",NA,NA
"14788","ABC14788","SB","SB5","5","CHE","4","37","0","13.31","1","3","2","2297.05","2453.48","176","5.9","0","1","367"
"14789","ABC14789","SC","SC1","0","DEL","2","39","0","11.92","1","2","2","4249.32","3146.51","197","6.9","0","0",NA
"14790","ABC14790","SB","SB5","5","HYD","3","36","1","8.78","0","3","0","2232.67",NA,NA,NA,NA,NA,NA
"14791","ABC14791","SB","SB4","7","KOL","5","40","0","18.58","1","3","0","1715.76",NA,NA,NA,NA,NA,NA
"14792","ABC14792","SB","SB3","8","BNG","1","45","1","14.54","1","3","1","1540.46","6891.35","204","5.9","0",NA,NA
"14793","ABC14793","SB","SB4","7","BNG","1","40","0","20.98","0","3","0","1402.5",NA,NA,NA,NA,NA,NA
"14794","ABC14794","SC","SC2","1","HYD","3","48","0","17.38","0","3","1","2231","9887.22","228","7.1","0",NA,NA
"14795","ABC14795","SC","SC3","2","CHE","4","31","1","8.03","0","3","1","2216.32","6507.91","333","4.9","0",NA,NA
"14796","ABC14796","SB","SB5","5","HYD","3","38","0","9.6","0","3","1","2572.34","8691.13","275","6.9","1",NA,NA
"14797","ABC14797","SB","SB3","8","HYD","3","38","0","10","1","2","1","4837.61","10179","259","8.9","0",NA,NA
"14798","ABC14798","SC","SC1","0","BNG","1","35","0","5.37","1","3","2","1976.82","3553.08","191","6.7","1","0",NA
"14799","ABC14799","SB","SB4","7","HYD","3","38","1","5.81","0","2","1","3370.08","7976.31","371","6.9","0",NA,NA
"14800","ABC14800","SB","SB1","6","KOL","5","49","0","20.83","0","3","2","1915.59","2993.7","173","7.7","0","1","345"
"14801","ABC14801","SC","SC4","3","MUM","0","39","0","16.54","1","3","2","2199.62","3335.03","179","7.2","0","0",NA
"14802","ABC14802","SB","SB5","5","CHE","4","43","0","16.52","0","3","2","2072.46","2966.49","172","6.1","0","0",NA
"14803","ABC14803","SB","SB3","8","HYD","3","38","0","10.31","0","3","0","2396.69",NA,NA,NA,NA,NA,NA
"14804","ABC14804","SB","SB4","7","CHE","4","44","0","17.53","1","3","0","1674.05",NA,NA,NA,NA,NA,NA
"14805","ABC14805","SB","SB4","7","DEL","2","31","1","4.96","1","2","0","3631.93",NA,NA,NA,NA,NA,NA
"14806","ABC14806","SC","SC3","2","HYD","3","40","0","12.17","0","2","1","4248.82","8966.61","320","7.8","0",NA,NA
"14807","ABC14807","SC","SC2","1","KOL","5","39","1","10.83","0","3","0","2283.42",NA,NA,NA,NA,NA,NA
"14808","ABC14808","SB","SB2","4","KOL","5","49","1","13.19","0","3","1","1806.18","8187.28","250","5.1","0",NA,NA
"14809","ABC14809","SC","SC1","0","KOL","5","41","0","22.15","0","3","1","1929.04","8551.13","271","6.2","0",NA,NA
"14810","ABC14810","SB","SB3","8","KOL","5","31","1","3.06","1","3","1","1434.84","8514.8","328","6","0",NA,NA
"14811","ABC14811","SC","SC3","2","KOL","5","46","0","21.14","0","2","0","3240.51",NA,NA,NA,NA,NA,NA
"14812","ABC14812","SB","SB3","8","KOL","5","38","0","14.05","0","3","0","1454.79",NA,NA,NA,NA,NA,NA
"14813","ABC14813","SC","SC4","3","MUM","0","38","1","8.09","1","3","1","1887.92","7773.45","214","7","1",NA,NA
"14814","ABC14814","SB","SB2","4","BNG","1","37","1","11.42","1","3","2","1872.89","3685.98","194","7.8","0","0",NA
"14815","ABC14815","SB","SB5","5","KOL","5","32","1","5.04","0","3","1","1327.32","8673.38","266","6.7","0",NA,NA
"14816","ABC14816","SB","SB3","8","KOL","5","39","1","9.5","0","3","1","2020.71","8323.97","317","8.1","1",NA,NA
"14817","ABC14817","SB","SB4","7","DEL","2","36","1","7.57","1","3","0","2271.05",NA,NA,NA,NA,NA,NA
"14818","ABC14818","SC","SC3","2","BNG","1","36","1","9.92","1","2","0","3719.66",NA,NA,NA,NA,NA,NA
"14819","ABC14819","SB","SB5","5","KOL","5","34","0","6.58","1","3","1","2534.03","7325.93","293","5.6","0",NA,NA
"14820","ABC14820","SC","SC4","3","BNG","1","32","0","7.92","1","3","1","2064.15","8716.97","263","6.9","0",NA,NA
"14821","ABC14821","SC","SC3","2","BNG","1","37","1","13.42","0","3","1","1486.46","7769.59","256","8.3","0",NA,NA
"14822","ABC14822","SB","SB1","6","HYD","3","40","0","20.24","0","3","2","2162.51","3418.36","209","5.4","0","0",NA
"14823","ABC14823","SC","SC4","3","HYD","3","37","1","8.43","0","3","1","1646.29","8205.55","287","7.4","0",NA,NA
"14824","ABC14824","SB","SB3","8","DEL","2","44","0","22.77","0","3","0","1172.73",NA,NA,NA,NA,NA,NA
"14825","ABC14825","SB","SB5","5","DEL","2","44","1","12.99","0","3","2","1838.22","3185.8","170","9.1","0","0",NA
"14826","ABC14826","SB","SB5","5","MUM","0","42","0","17.71","0","3","0","1265.58",NA,NA,NA,NA,NA,NA
"14827","ABC14827","SB","SB1","6","MUM","0","47","1","12.89","1","3","1","1379.13","8959.83","322","5.3","1",NA,NA
"14828","ABC14828","SC","SC1","0","BNG","1","43","0","14.28","0","3","2","1931.1","3855.27","206","5.8","0","1","332"
"14829","ABC14829","SB","SB2","4","BNG","1","46","1","11.54","0","2","2","4587.86","2860.09","154","7.7","0","0",NA
"14830","ABC14830","SC","SC2","1","CHE","4","36","0","17.08","1","2","2","4501.93","2748.76","176","7.9","0","0",NA
"14831","ABC14831","SB","SB4","7","BNG","1","39","0","15.15","0","2","0","3937.11",NA,NA,NA,NA,NA,NA
"14832","ABC14832","SB","SB5","5","MUM","0","46","0","18.74","1","3","2","2120.61","3806.15","153","7","0","0",NA
"14833","ABC14833","SB","SB1","6","MUM","0","33","0","5.32","0","2","1","4121.13","8215.97","297","6.9","1",NA,NA
"14834","ABC14834","SB","SB1","6","CHE","4","44","1","7.23","1","2","2","4543.35","3443.9","195","6.7","0","0",NA
"14835","ABC14835","SC","SC3","2","HYD","3","44","0","16.64","1","3","0","2997.5",NA,NA,NA,NA,NA,NA
"14836","ABC14836","SC","SC4","3","BNG","1","42","1","10.99","0","2","0","3697.88",NA,NA,NA,NA,NA,NA
"14837","ABC14837","SB","SB1","6","KOL","5","42","0","22.31","0","1","0","5602.09",NA,NA,NA,NA,NA,NA
"14838","ABC14838","SC","SC1","0","BNG","1","38","0","13.22","0","2","2","3978.54","3222.02","185","7","1","0",NA
"14839","ABC14839","SC","SC2","1","MUM","0","49","0","15.57","1","2","1","4224.33","7090.45","199","4.9","0",NA,NA
"14840","ABC14840","SC","SC3","2","HYD","3","40","1","13.79","1","2","1","3837.59","6893.8","327","5.9","0",NA,NA
"14841","ABC14841","SC","SC2","1","DEL","2","38","0","15.33","0","3","0","1821.04",NA,NA,NA,NA,NA,NA
"14842","ABC14842","SB","SB5","5","CHE","4","35","0","11.83","0","3","0","1833",NA,NA,NA,NA,NA,NA
"14843","ABC14843","SC","SC4","3","CHE","4","53","1","9.5","0","3","1","2372.31","8077.03","237","5.5","0",NA,NA
"14844","ABC14844","SC","SC2","1","KOL","5","44","0","17.34","1","2","0","3501.36",NA,NA,NA,NA,NA,NA
"14845","ABC14845","SB","SB1","6","BNG","1","38","0","18.53","1","2","0","4027.37",NA,NA,NA,NA,NA,NA
"14846","ABC14846","SB","SB1","6","KOL","5","49","0","21.17","0","3","1","1963.69","10174.59","291","5.5","0",NA,NA
"14847","ABC14847","SB","SB5","5","MUM","0","45","0","19.28","1","3","1","2014.28","6452.47","292","5","1",NA,NA
"14848","ABC14848","SC","SC1","0","BNG","1","40","0","9.86","0","3","2","2490.7","3201.13","160","8.1","0","0",NA
"14849","ABC14849","SB","SB4","7","DEL","2","44","1","7.98","0","3","0","1455.9",NA,NA,NA,NA,NA,NA
"14850","ABC14850","SC","SC3","2","CHE","4","44","0","18.83","0","3","1","2049.13","9100.77","206","5.2","0",NA,NA
"14851","ABC14851","SB","SB2","4","BNG","1","47","0","23.28","0","3","1","2079.57","7248.14","247","6.2","1",NA,NA
"14852","ABC14852","SC","SC2","1","DEL","2","40","0","11.87","0","2","0","4134.71",NA,NA,NA,NA,NA,NA
"14853","ABC14853","SC","SC1","0","BNG","1","40","0","9.1","1","1","1","4290.15","8185.82","246","6.6","0",NA,NA
"14854","ABC14854","SC","SC3","2","BNG","1","28","0","5.97","0","2","1","3532.83","7984.96","212","8.5","0",NA,NA
"14855","ABC14855","SC","SC2","1","KOL","5","30","0","7.88","1","1","1","5399.22","7651.89","330","5.8","0",NA,NA
"14856","ABC14856","SC","SC4","3","CHE","4","39","1","3.9","1","3","2","1812.24","2913","186","7.3","2","0",NA
"14857","ABC14857","SB","SB2","4","BNG","1","49","1","13.3","1","3","1","1671.03","8801","241","5.9","0",NA,NA
"14858","ABC14858","SB","SB2","4","BNG","1","39","1","7.04","1","3","0","2226.99",NA,NA,NA,NA,NA,NA
"14859","ABC14859","SB","SB2","4","CHE","4","42","1","11.31","0","3","2","2206.51","2880.93","177","6.4","1","0",NA
"14860","ABC14860","SC","SC4","3","MUM","0","41","0","10.44","0","3","0","2420.52",NA,NA,NA,NA,NA,NA
"14861","ABC14861","SB","SB2","4","DEL","2","38","0","7.3","0","3","1","1846.52","6443.66","282","9","0",NA,NA
"14862","ABC14862","SB","SB1","6","BNG","1","37","0","8.01","0","2","0","4808.74",NA,NA,NA,NA,NA,NA
"14863","ABC14863","SB","SB3","8","BNG","1","33","0","9.37","1","2","0","3603.94",NA,NA,NA,NA,NA,NA
"14864","ABC14864","SC","SC3","2","KOL","5","40","0","18.45","0","3","0","1768.67",NA,NA,NA,NA,NA,NA
"14865","ABC14865","SB","SB3","8","HYD","3","37","1","4.35","1","3","0","2239.26",NA,NA,NA,NA,NA,NA
"14866","ABC14866","SB","SB5","5","DEL","2","44","0","16.32","0","2","1","4305.19","9706.47","258","7","0",NA,NA
"14867","ABC14867","SC","SC3","2","HYD","3","40","0","15.91","1","2","1","3751.51","7361.89","309","7.7","1",NA,NA
"14868","ABC14868","SC","SC3","2","MUM","0","37","0","8.85","0","3","0","3108.45",NA,NA,NA,NA,NA,NA
"14869","ABC14869","SC","SC3","2","KOL","5","44","0","19.56","0","3","1","1685.61","7815.38","339","7.7","0",NA,NA
"14870","ABC14870","SB","SB1","6","DEL","2","37","1","7.66","0","3","1","1698.4","7169.47","264","7.5","0",NA,NA
